status,display_name,first_name,last_name,esb_id,gsis_id,suffix,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,draft_number,uniform_number,draft_round,season
RET,Jarvis Moss,Jarvis,Moss,MOS572803,00-0025404,,,,DL,DE,94,79,260,5,OAK,,2520,,,,,,,,,,32004d4f-5357-2803-9d2f-3601a8643621,,,,,
RET,Jason Horton,Jason,Horton,HOR597709,00-0022199,,,,DB,DB,27,72,190,3,OAK,,2520,,,,,,,,,,3200484f-5259-7709-5e2d-ac7ff044c8c1,,,,,
RET,Jason Hunter,Jason,Hunter,HUN675014,00-0023890,,,,DL,DE,93,76,270,7,OAK,,2520,,,,,,,,,,32004855-4e67-5014-8822-95ba1936de73,,,,,
RET,Jason Slowey,Jason,Slowey,SLO749831,00-0029301,,,,OL,T,,76,305,0,OAK,,2520,,,,,,,,,,3200534c-4f74-9831-14bf-bc040643d697,,,,,
RET,Jason Watts,Jason,Watts,WAT727242,00-0019737,,,,OL,C,,75,271,2,OAK,,2520,,,,,,,,,,32005741-5472-7242-e766-2fa8d02ac774,,,,,
RET,Jeff George,Jeff,George,GEO276861,00-0005885,,,,QB,QB,,76,214,9,OAK,,2520,,,,,,,,,,32004745-4f27-6861-51a3-488268d13ae0,,,,,
RET,Jeff Gossett,Jeff,Gossett,GOS692150,00-0006170,,,,SPEC,P,7,74,200,15,OAK,,2520,,,,,,,,,,3200474f-5369-2150-b089-84b48b43afac,,,,,
RET,Jeff Graham,Jeff,Graham,GRA206432,00-0006209,,,,QB,QB,,77,220,3,OAK,,2520,,,,,,,,,,32004752-4120-6432-90fd-37009e10f12a,,,,,
RET,Jeff Kysar,Jeff,Kysar,KYS059326,00-0009532,,,,OL,T,79,79,330,2,OAK,,2520,,,,,,,,,,32004b59-5305-9326-8f29-04771b00e561,,,,,
RET,Jeff Otis,Jeff,Otis,OTI421666,00-0024210,,,,QB,QB,,74,208,1,OAK,,2520,,,,,,,,,,32004f54-4942-1666-c80e-fe75a1d14806,,,,,
RET,Jeremy Brigham,Jeremy,Brigham,BRI260752,00-0001766,,,,TE,TE,87,78,255,5,OAK,,2520,,,,,,,,,,32004252-4926-0752-9f69-c13552e7842f,,,,,
RET,Jeremy Deering,Jeremy,Deering,DEE540220,00-0031154,,,,DB,DB,36,73,209,0,OAK,,2520,,,,,,,,,,32004445-4554-0220-198c-eaf74efba8c5,,,,,
RET,Jeremy Leman,Jeremy,Leman,LEM105154,00-0025948,,,,LB,LB,,74,240,2,OAK,,2520,,,,,,,,,,32004c45-4d10-5154-dcf4-52e1baad9ecb,,,,,
RET,Jermaine Williams,Jermaine,Williams,WIL356838,00-0017829,,,,RB,RB,34,71,245,4,OAK,,2520,,,,,,,,,,32005749-4c35-6838-65c2-f8e72648ad5f,,,,,
RET,Jerome Boyd,Jerome,Boyd,BOY217990,00-0026532,,,,DB,DB,30,74,225,1,OAK,,2520,,,,,,,,,,3200424f-5921-7990-8df9-2b7bbd139a1b,,,,,
RET,Jerone Davison,Jerone,Davison,DAV819279,00-0004072,,,,RB,RB,48,73,235,1,OAK,,2520,,,,,,,,,,32004441-5681-9279-4e3e-84a76c0d1a03,,,,,
RET,Jerry Crafts,Jerry,Crafts,CRA172193,00-0003598,,,,OL,T,66,77,335,6,OAK,,2520,,,,,,,,,,32004352-4117-2193-fbe3-b074afc257d5,,,,,
RET,Jesse Boone,Jesse,Boone,BOO404040,00-0023809,,,,OL,C,70,77,300,1,OAK,,2520,,,,,,,,,,3200424f-4f40-4040-a837-cecf31d27cf2,,,,,
RET,Joe Aska,Joe,Aska,ASK092286,00-0000473,,,,RB,RB,35,71,240,3,OAK,,2520,,,,,,,,,,32004153-4b09-2286-465f-d654c1482427,,,,,
RET,Joe Hall,Joe,Hall,HAL359127,00-0020681,,,,RB,RB,48,74,290,1,OAK,,2520,,,,,,,,,,32004841-4c35-9127-c7d3-9e1b5202c82d,,,,,
RET,Joe Hansley,Joe,Hansley,HAN634620,00-0033023,,,,WR,WR,9,69,168,0,OAK,,2520,,,,,,,,,,32004841-4e63-4620-841d-102bd35809ae,,,,,
RET,Joe King,Joe,King,KIN551186,00-0009261,,,,DB,SAF,,74,200,4,OAK,,2520,,,,,,,,,,32004b49-4e55-1186-2fb1-35bd04e0c148,,,,,
RET,Joe Porter,Joe,Porter,POR131194,00-0024793,,,,DB,CB,28,70,205,2,OAK,,2520,,,,,,,,,,3200504f-5213-1194-a6ff-086433ab1c13,,,,,
RET,Joe Wong,Joe,Wong,WON186589,00-0018167,,,,OL,T,77,78,315,2,OAK,,2520,,,,,,,,,,3200574f-4e18-6589-dc4d-61147df86ffa,,,,,
RET,Joey Thomas,Joey,Thomas,THO237023,00-0022849,,,,DB,DB,36,73,190,5,OAK,,2520,,,,,,,,,,32005448-4f23-7023-fe36-b46e9a835e46,,,,,
RET,John Henderson,John,Henderson,HEN076396,00-0021144,,,,DL,NT,79,79,335,10,OAK,,2520,,,,,,,,,,32004845-4e07-6396-9bab-8feab57f3954,,,,,
RET,John Owens,John,Owens,OWE521068,00-0021255,,,,TE,TE,82,75,255,9,OAK,,2520,,,,,,,,,,32004f57-4552-1068-6122-87dcef1196cd,,,,,
RET,John Parrella,John,Parrella,PAR619528,00-0012607,,,,DL,DT,97,75,300,12,OAK,,2520,,,,,,,,,,32005041-5261-9528-e257-cbeb08944147,,,,,
RET,John Wade,John,Wade,WAD573906,00-0016972,,,,OL,C,71,77,300,12,OAK,,2520,,,,,,,,,,32005741-4457-3906-2e51-81528d7672d2,,,,,
RET,Johnnie Morant,Johnnie,Morant,MOR086868,00-0022873,,,,WR,WR,19,76,220,4,OAK,,2520,,,,,,,,,,32004d4f-5208-6868-7a3a-b5d46ce41bb0,,,,,
RET,Johnny Jones,Johnny,Jones,JON492562,00-0028462,,,,DL,DT,67,76,310,2,OAK,,2520,,,,,,,,,,32004a4f-4e49-2562-2f84-2b9862db1cc6,,,,,
RET,Jon Hoese,Jon,Hoese,HOE522078,00-0028597,,,,RB,FB,40,74,248,1,OAK,,2520,,,,,,,,,,3200484f-4552-2078-2fb4-a2fb038118df,,,,,
CUT,Jonathan Cooper,Jonathan,Cooper,COO615714,00-0030590,,19-01-1990,North Carolina,OL,G,70,74,308,7,OAK,1,2520,Jonathan,2013,2013,ARI,Atlantic Coast Conference,A01,Active,39953,J.Cooper,3200434f-4f61-5714-45ce-9a5e97311725,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m5o65nntbm3rvbscoywh",7,,,
RET,Jonathan Holland,Jonathan,Holland,HOL137241,00-0025641,,,,WR,WR,17,73,195,3,OAK,,2520,,,,,,,,,,3200484f-4c13-7241-ef44-3261ca1299a0,,,,,
RET,Jonathan Orr,Jonathan,Orr,ORR289611,00-0024386,,,,WR,WR,,73,193,2,OAK,,2520,,,,,,,,,,32004f52-5228-9611-7345-6f436c43d706,,,,,
RET,Jordan LaSecla,Jordan,LaSecla,LAS089447,00-0028763,,,,QB,QB,19,75,205,0,OAK,,2520,,,,,,,,,,32004c41-5308-9447-1c4c-ea6e63934899,,,,,
ACT,Jordy Nelson,Jordy,Nelson,NEL517441,00-0026176,,31-05-1985,Kansas State,WR,WR,82,75,217,11,OAK,1,2520,Jordy,2008,2008,GB,Big Twelve Conference,A01,Active,33117,J.Nelson,32004e45-4c51-7441-cb9a-dcc50c9bd02c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bde2n4ozsakatgs4yyp2",36,,,
RET,Joselio Hanson,Joselio,Hanson,HAN677371,00-0021654,,,,DB,CB,23,69,185,9,OAK,,2520,,,,,,,,,,32004841-4e67-7371-1450-b4ec54990f8e,,,,,
RET,Josh Bullocks,Josh,Bullocks,BUL538299,00-0023475,,,,DB,DB,46,72,207,7,OAK,,2520,,,,,,,,,,32004255-4c53-8299-26bf-2cc203beacd3,,,,,
RET,Josh Harper,Josh,Harper,HAR267323,00-0031883,,,,WR,WR,19,73,185,0,OAK,,2520,,,,,,,,,,32004841-5226-7323-7e0d-e36230a12443,,,,,
RET,Josh Tucker,Josh,Tucker,TUC220243,00-0019189,,,,OL,T,61,76,294,0,OAK,,2520,,,,,,,,,,32005455-4322-0243-dfc8-10ba97e61de4,,,,,
CUT,Joshua Holsey,Joshua,Holsey,HOL698824,00-0033533,,25-06-1994,Auburn,DB,CB,44,71,195,2,OAK,1,2520,Joshua,2017,2017,WAS,Southeastern Conference,A01,Active,45048,J.Holsey,3200484f-4c69-8824-1dc2-9e205bbff496,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b4utvrqhua5527jgmnbe",235,,,
RET,Justin Cole,Justin,Cole,COL128175,00-0027270,,,,LB,LB,46,75,240,4,OAK,,2520,,,,,,,,,,3200434f-4c12-8175-99e6-6fc074be6549,,,,,
RET,Justin Medlock,Justin,Medlock,MED290361,00-0025547,,,,SPEC,K,,71,200,2,OAK,,2520,,,,,,,,,,32004d45-4429-0361-cc11-20ee60137899,,,,,
RET,Justin Smiley,Justin,Smiley,SMI010440,00-0022895,,,,OL,G,51,75,310,8,OAK,,2520,,,,,,,,,,3200534d-4901-0440-ea9c-b71639b1e50f,,,,,
RES,Justin Tuck,Justin,Tuck,TUC056287,00-0023509,,29-03-1983,Notre Dame,DL,DE,91,77,265,11,OAK,1,2520,Justin,2005,2005,NYG,Independent,A01,Active,29901,,32005455-4305-6287-212e-23a163e53927,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/op7ydrgnbsajs2o5pv9w",74,,,
RET,Kalimba Edwards,Kalimba,Edwards,EDW543966,00-0021165,,,,DL,DE,58,78,265,7,OAK,,2520,,,,,,,,,,32004544-5754-3966-8d59-860dcd102252,,,,,
RET,Kaluka Maiava,Kaluka,Maiava,MAI059326,00-0027074,,,,LB,OLB,50,72,230,6,OAK,,2520,,,,,,,,,,32004d41-4905-9326-892d-0301d80af339,,,,,
RET,Karl Williams,Karl,Williams,WIL397125,00-0031168,,,,RB,RB,40,72,244,0,OAK,,2520,,,,,,,,,,32005749-4c39-7125-3df0-4b4facf66fe9,,,,,
CUT,Kasim Edebali,Kasim,Edebali,EDE095835,00-0031255,,17-08-1989,Boston College,LB,OLB,66,74,253,6,OAK,1,2520,Kasim,2014,2014,,Atlantic Coast Conference,I01,Inactive,42032,K.Edebali,32004544-4509-5835-9090-7340ee03922c,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ksipzsp693q9depie6sf",,,,
RET,Keith Franklin,Keith,Franklin,FRA481179,00-0005530,,,,LB,LB,,74,230,1,OAK,,2520,,,,,,,,,,32004652-4148-1179-eb83-bb05370ec625,,,,,
UFA,Keith McGill,Keith,McGill,MCG395307,00-0031347,II,09-03-1989,Utah,DB,FS,39,75,210,5,OAK,1,2520,Keith,2014,2014,OAK,Pacific Twelve Conference,A01,Active,41345,K.McGill,32004d43-4739-5307-cf49-569f64f0a246,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q71adpyg3rl6gzpbktsu",116,,,
RET,Kelvin Garmon,Kelvin,Garmon,GAR258571,00-0005778,,,,OL,T,69,74,350,7,OAK,,2520,,,,,,,,,,32004741-5225-8571-424a-b41d7b7c7582,,,,,
RET,Kenny Shaw,Kenny,Shaw,SHA646896,00-0030662,,,,WR,WR,,71,180,0,OAK,,2520,,,,,,,,,,32005348-4164-6896-f5e7-2514136a57bb,,,,,
RET,Kent Smith,Kent,Smith,SMI461390,00-0023946,,,,QB,QB,,77,215,0,OAK,,2520,,,,,,,,,,3200534d-4946-1390-2bec-d0dbe6245f59,,,,,
RET,Kevin Boothe,Kevin,Boothe,BOO647685,00-0024390,,,,OL,G,67,77,325,9,OAK,,2520,,,,,,,,,,3200424f-4f64-7685-c1c6-9f83cf45d134,,,,,
RET,Kevin Burnett,Kevin,Burnett,BUR414018,00-0023477,,,,LB,OLB,94,75,230,8,OAK,,2520,,,,,,,,,,32004255-5241-4018-6317-a594b8f33002,,,,,
RET,Kevin Goessling,Kevin,Goessling,GOE702654,00-0031465,,,,SPEC,K,6,72,210,0,OAK,,2520,,,,,,,,,,3200474f-4570-2654-b669-335df4cf6cc8,,,,,
RET,Kevin Johnson,Kevin,Johnson,JOH399250,00-0008558,,,,DL,DT,98,73,305,3,OAK,,2520,,,,,,,,,,32004a4f-4839-9250-9c08-54e57707fe0c,,,,,
RET,Keyon Nash,Keyon,Nash,NAS288110,00-0021299,,,,DB,DB,42,75,215,2,OAK,,2520,,,,,,,,,,32004e41-5328-8110-97ba-93836119267e,,,,,
CUT,Koa Farmer,Koa,Farmer,FAR354991,00-0035123,,21-02-1996,Notre Dame,LB,LB,46,73,230,0,OAK,1,2520,Koa,2019,2019,,Big Ten Conference,A01,Active,48231,K.Farmer,32004641-5235-4991-d5e9-ba7e8adabcc3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uqkzcgeiwhbom9xohohs",,,,
UFA,Kony Ealy,Kony,Ealy,EAL784006,00-0031336,,21-12-1991,Missouri,DL,DE,96,76,275,5,OAK,1,2520,Kony,2014,2014,CAR,Southeastern Conference,A01,Active,41289,K.Ealy,32004541-4c78-4006-51d7-478c2f1eef93,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pcd6y5ohu5ewvwxvghwi",60,,,
RET,Korey Bosworth,Korey,Bosworth,BOS786587,00-0027292,,,,LB,LB,97,73,242,2,OAK,,2520,,,,,,,,,,3200424f-5378-6587-56df-fb4c6cca49ca,,,,,
RET,Kory Sheets,Kory,Sheets,SHE161581,00-0026769,,,,RB,RB,30,71,208,3,OAK,,2520,,,,,,,,,,32005348-4516-1581-1dfb-62d4c2fc1afe,,,,,
RET,Kris Durham,Kris,Durham,DUR319927,00-0028045,,,,WR,WR,83,77,215,4,OAK,,2520,,,,,,,,,,32004455-5231-9927-ef1a-463da34bb890,,,,,
RET,Kwame Harris,Kwame,Harris,HAR457462,00-0022075,,,,OL,T,77,79,320,6,OAK,,2520,,,,,,,,,,32004841-5245-7462-2f7a-bd77096ca148,,,,,
RET,Kyle Auffray,Kyle,Auffray,AUF207645,00-0030398,,,,TE,TE,,78,254,0,OAK,,2520,,,,,,,,,,32004155-4620-7645-1946-2a0f7d623b8e,,,,,
RET,Kyle Boller,Kyle,Boller,BOL517890,00-0022164,,,,QB,QB,7,75,220,8,OAK,,2520,,,,,,,,,,3200424f-4c51-7890-6701-a5a72e6b4924,,,,,
RET,Kyle Efaw,Kyle,Efaw,EFA711929,00-0029484,,,,TE,TE,81,76,250,0,OAK,,2520,,,,,,,,,,32004546-4171-1929-d07d-44168a85d777,,,,,
DEV,Kyle Kalis,Kyle,Kalis,KAL403290,00-0033277,,21-12-1993,Michigan,OL,G,68,76,306,2,OAK,1,2520,Kyle,2017,2017,,Big Ten Conference,A01,Active,45161,K.Kalis,32004b41-4c40-3290-3774-c056fedf15d2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o0sqrcmlc5e6maiyklcf",,,,
RET,Kyle McCarthy,Kyle,McCarthy,MCC208317,00-0027286,,,,DB,DB,,73,205,3,OAK,,2520,,,,,,,,,,32004d43-4320-8317-f81e-b73ac7495b07,,,,,
RET,Kyle Newhall-Caballero,Kyle,Newhall-Caballero,NEW218791,00-0029583,,,,QB,QB,10,75,220,0,OAK,,2520,,,,,,,,,,32004e45-5721-8791-9726-70801499d9a3,,,,,
RET,Kyrie Wilson,Kyrie,Wilson,WIL741854,00-0032928,,,,LB,LB,44,74,227,0,OAK,,2520,,,,,,,,,,32005749-4c74-1854-4609-be460b1a3e13,,,,,
RET,Lamar Mady,Lamar,Mady,MAD807512,00-0029756,,,,OL,G,63,74,315,2,OAK,,2520,,,,,,,,,,32004d41-4480-7512-541b-8575f3832a8e,,,,,
RET,Lance Johnstone,Lance,Johnstone,JOH828137,00-0008664,,,,DL,DE,51,77,250,11,OAK,,2520,,,,,,,,,,32004a4f-4882-8137-7b0f-7385e137509a,,,,,
CUT,Landry Jones,Matthew,Jones,JON565403,00-0030524,,04-04-1989,Oklahoma,QB,QB,2,76,225,6,OAK,1,2520,Landry,2013,2013,PIT,Big Twelve Conference,A01,Active,40063,L.Jones,32004a4f-4e56-5403-9645-502ed5cee2b0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rxewfnskdqvfmsui48ta",115,,,
RET,Langston Walker,Langston,Walker,WAL257548,00-0021181,,,,OL,T,70,80,360,9,OAK,,2520,,,,,,,,,,32005741-4c25-7548-44b9-6db4310c9439,,,,,
ACT,Larry Asante,Larry,Asante,ASA595852,00-0027759,,07-03-1988,Nebraska,DB,FS,42,72,210,4,OAK,1,2520,Larry,2010,2010,CLE,Big Ten Conference,A01,Active,35599,,32004153-4159-5852-ebe3-96b3cc0a5822,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hglzwtnpcaoz1pmgjbnv",160,,,
RET,Larry Atkins,Larry,Atkins,ATK321848,00-0000488,,,,DB,DB,59,75,250,5,OAK,,2520,,,,,,,,,,32004154-4b32-1848-eea1-db559ea5c413,,,,,
RET,Larry Shannon,Larry,Shannon,SHA260888,00-0014712,,,,WR,WR,19,76,210,2,OAK,,2520,,,,,,,,,,32005348-4126-0888-873f-35a6f8485fbd,,,,,
UFA,Leon Hall,Leon,Hall,HAL432931,00-0025405,,09-12-1984,Michigan,DB,CB,29,71,195,13,OAK,1,2520,Leon,2007,2007,CIN,Big Ten Conference,A01,Active,32211,L.Hall,32004841-4c43-2931-827d-a854493751c7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rajajwfcqsmonbqsblcl",18,,,
RET,Levonne Rowan,Levonne,Rowan,ROW130654,00-0024161,,,,DB,CB,,73,190,1,OAK,,2520,,,,,,,,,,3200524f-5713-0654-be7e-7dc9ff579429,,,,,
RET,Lincoln Kennedy,Lincoln,Kennedy,KEN555041,00-0009150,,,,OL,T,72,78,335,11,OAK,,2520,,,,,,,,,,32004b45-4e55-5041-8a16-1fafaa8e0b70,,,,,
RET,Lionel Washington,Lionel,Washington,WAS511128,00-0017256,,,,DB,DB,23,72,185,15,OAK,,2520,,,,,,,,,,32005741-5351-1128-3896-f6a5bbe17ac4,,,,,
RET,Lito Sheppard,Lito,Sheppard,SHE556636,00-0021157,,,,DB,CB,21,70,194,10,OAK,,2520,,,,,,,,,,32005348-4555-6636-b5d7-2f2a9ee04939,,,,,
RET,Lorenzo Lynch,Lorenzo,Lynch,LYN332232,00-0010190,,,,DB,DB,43,71,200,11,OAK,,2520,,,,,,,,,,32004c59-4e33-2232-104e-2bc9bbb6e413,,,,,
RET,Lorenzo Neal,Lorenzo,Neal,NEA237924,00-0011958,,,,RB,FB,41,71,255,17,OAK,,2520,,,,,,,,,,32004e45-4123-7924-5779-4e5f5fe41d3b,,,,,
RET,Lou Eliades,Lou,Eliades,ELI201087,00-0028756,,,,OL,T,62,76,310,0,OAK,,2520,,,,,,,,,,3200454c-4920-1087-51d9-67506e73669e,,,,,
RET,Louis Rankin,Louis,Rankin,RAN653214,00-0025841,,,,RB,RB,30,73,205,3,OAK,,2520,,,,,,,,,,32005241-4e65-3214-c25b-d85f4ace3d89,,,,,
RET,Louis Riddick,Louis,Riddick,RID085537,00-0013717,,,,DB,DB,41,74,215,6,OAK,,2520,,,,,,,,,,32005249-4408-5537-fd99-796733b39c56,,,,,
RET,Luke Lawton,Luke,Lawton,LAW798979,00-0022529,,,,RB,FB,44,72,240,5,OAK,,2520,,,,,,,,,,32004c41-5779-8979-87d6-f432a714040b,,,,,
CUT,Mack Brown,Mack,Brown,BRO549550,00-0032048,,24-09-1991,Florida,RB,RB,34,71,213,3,OAK,1,2520,Mack,2015,2015,,Southeastern Conference,A01,Active,43050,M.Brown,32004252-4f54-9550-bc3a-26e001b398f5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fjzfchsmhpgl1uqiknek",,,,
RET,Madre Hill,Madre,Hill,HIL526500,00-0007447,,,,RB,RB,23,71,199,2,OAK,,2520,,,,,,,,,,32004849-4c52-6500-d20a-4cc3b4e301ae,,,,,
RES,Makinton Dorleant,Makinton,Dorleant,DOR145749,00-0032631,,06-10-1992,Northern Iowa,DB,CB,43,71,182,2,OAK,1,2520,Makinton,2016,2016,,Missouri Valley Football Conference,A01,Active,43751,M.Dorleant,3200444f-5214-5749-8b1f-656f5ca1c322,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ucq6z6opmqhqwylipqjm",,,,
RET,Malik Jackson,Malik,Jackson,JAC374287,00-0025840,,,,LB,LB,49,74,230,0,OAK,,2520,,,,,,,,,,32004a41-4337-4287-e8d7-c11cedf9de92,,,,,
RET,Manase Tonga,Manase,Tonga,TON632509,00-0027412,,,,RB,RB,41,71,260,2,OAK,,2520,,,,,,,,,,3200544f-4e63-2509-44d4-928d6c77501d,,,,,
RET,Marcus Hinton,Marcus,Hinton,HIN748763,00-0007499,,,,TE,TE,85,76,260,1,OAK,,2520,,,,,,,,,,32004849-4e74-8763-1ffd-d4e4b851bea9,,,,,
CUT,Marcus McWilson,Marcus,McWilson,MCW677214,00-0033832,,09-08-1994,Kentucky,DB,DB,28,72,198,0,OAK,1,2520,Marcus,2017,2017,,Southeastern Conference,A01,Active,45696,M.McWilson,32004d43-5767-7214-2f5a-8c12684c7089,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pq4xbalakkoy6lvp387j",,,,
RET,Marcus Ray,Marcus,Ray,RAY383344,00-0013444,,,,DB,DB,42,71,215,0,OAK,,2520,,,,,,,,,,32005241-5938-3344-8d7f-72bb50d76532,,,,,
RET,Marcus Williams,Marcus,Williams,WIL431136,00-0019860,,,,TE,TE,85,78,230,2,OAK,,2520,,,,,,,,,,32005749-4c43-1136-6a95-46a1206ab5f5,,,,,
RET,Mario Kurn,Mario,Kurn,KUR401790,00-0029125,,,,LB,LB,49,74,240,0,OAK,,2520,,,,,,,,,,32004b55-5240-1790-e86e-5b75805cf5c4,,,,,
RET,Mark Wilson,Mark,Wilson,WIL750399,00-0022718,,,,OL,T,63,79,320,4,OAK,,2520,,,,,,,,,,32005749-4c75-0399-daa0-c6757c2694c1,,,,,
RET,Marques Tuiasosopo,Marques,Tuiasosopo,TUI172866,00-0020405,,,,QB,QB,8,73,220,8,OAK,,2520,,,,,,,,,,32005455-4917-2866-687f-332c849d4d58,,,,,
RET,Marquez Pope,Marquez,Pope,POP487366,00-0013111,,,,DB,SS,23,71,205,10,OAK,,2520,,,,,,,,,,3200504f-5048-7366-b0fa-90d408967f4a,,,,,
RET,Marquis Cooper,Marquis,Cooper,COO665710,00-0022898,,,,LB,LB,95,75,213,5,OAK,,2520,,,,,,,,,,3200434f-4f66-5710-597f-603568c7cf36,,,,,
,R.J. Archer,Rush,Archer,ARC562720,00-0027384,,,,,,,,,,,,,,,,,,,,35897,,32004152-4356-2720-cb87-a1c860818d15,,,,,
UFA,Martavis Bryant,Martavis,Bryant,BRY499889,00-0031373,,20-12-1991,Clemson,WR,WR,12,76,210,5,OAK,1,2520,Martavis,2014,2014,PIT,Atlantic Coast Conference,I01,Inactive,41347,M.Bryant,32004252-5949-9889-454c-e391134402be,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/davxza3iibzg7aw6c5jm",118,,,
RET,Marviel Underwood,Marviel,Underwood,UND545277,00-0023550,,,,DB,DB,,70,200,3,OAK,,2520,,,,,,,,,,3200554e-4454-5277-d31a-2658c92c5741,,,,,
RET,Matt Dyson,Matt,Dyson,DYS474619,00-0004695,,,,LB,LB,,75,265,0,OAK,,2520,,,,,,,,,,32004459-5347-4619-dced-fb544e071e29,,,,,
RET,Matt Trannon,Matt,Trannon,TRA285858,00-0025684,,,,WR,WR,,78,235,0,OAK,,2520,,,,,,,,,,32005452-4128-5858-9733-cb2541a3c23e,,,,,
RET,Maurice Jones-Drew,Maurice,Jones-Drew,DRE527472,00-0024275,,,,RB,RB,21,67,210,9,OAK,,2520,,,,,,,,,,32004452-4552-7472-def7-2d7a29dd547a,,,,,
RET,Mauricio Lopez,Mauricio,Lopez,LOP487182,00-0025798,,,,DL,DT,73,73,330,1,OAK,,2520,,,,,,,,,,32004c4f-5048-7182-7fdc-001f0ae6ed11,,,,,
CUT,Max Valles,Max,Valles,VAL650439,00-0032153,,05-08-1994,Virginia,LB,OLB,45,76,250,1,OAK,1,2520,Max,2015,2015,OAK,Atlantic Coast Conference,A01,Active,42522,M.Valles,32005641-4c65-0439-a758-b7e70225aa8b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtns1vhmlnfmkzaimpjs",179,,,
RET,Michael Bennett,Michael,Bennett,BEN384766,00-0020514,,,,RB,RB,32,69,205,11,OAK,,2520,,,,,,,,,,32004245-4e38-4766-855c-69cd9cd7e35f,,,,,
RET,Michael Quarshie,Michael,Quarshie,QUA379962,00-0023702,,,,DL,DT,73,74,295,1,OAK,,2520,,,,,,,,,,32005155-4137-9962-4bfe-7048df318306,,,,,
RET,Michael Waddell,Michael,Waddell,WAD074058,00-0022871,,,,DB,DB,32,70,180,4,OAK,,2520,,,,,,,,,,32005741-4407-4058-5253-72de275d65c1,,,,,
,R.J. Stanford,Raymond,Stanford,STA429584,00-0027817,Jr.,,,,,,,,,,,,,,,,,,,35664,,32005354-4142-9584-4ce4-fb960cfd41bf,,,,7,
RET,Mike Brisiel,Mike,Brisiel,BRI509006,00-0023846,,,,OL,G,65,77,310,6,OAK,,2520,,,,,,,,,,32004252-4950-9006-62f2-2928553a1304,,,,,
RET,Mike Davis,Mike,Davis,DAV567425,00-0031160,,,,WR,WR,19,72,189,0,OAK,,2520,,,,,,,,,,32004441-5656-7425-fa74-a29a674d4a6e,,,,,
RET,Mike Hawkins,Mike,Hawkins,HAW351191,00-0023600,,,,DB,DB,,73,187,4,OAK,,2520,,,,,,,,,,32004841-5735-1191-6f7d-dfe5f0480d72,,,,,
RET,Miles Burris,Miles,Burris,BUR610522,00-0029631,,,,LB,MLB,56,74,235,3,OAK,,2520,,,,,,,,,,32004255-5261-0522-4b6a-768d68f2c0fb,,,,,
RET,Milton Williams,Milton,Williams,WIL454359,00-0031891,,,,WR,WR,17,74,220,0,OAK,,2520,,,,,,,,,,32005749-4c45-4359-8abd-a0759ff57544,,,,,
RET,Mitchell Bell,Mitchell,Bell,BEL521934,00-0032013,,,,OL,OG,65,75,345,1,OAK,,2520,,,,,,,,,,32004245-4c52-1934-2da0-e94ac1575339,,,,,
RET,Mo Collins,Mo,Collins,COL528081,00-0003305,,,,OL,G,79,76,325,6,OAK,,2520,,,,,,,,,,3200434f-4c52-8081-e38e-288a696b2990,,,,,
RET,Mondriel Fulcher,Mondriel,Fulcher,FUL061200,00-0019558,,,,TE,TE,89,75,250,3,OAK,,2520,,,,,,,,,,32004655-4c06-1200-9a4f-218e9c5971af,,,,,
ACT,Montay Crockett,James,Crockett,CRO028025,00-0033353,,11-12-1993,Georgia Southern,WR,WR,16,72,180,1,OAK,1,2520,Montay,2017,2017,,Sun Belt Conference,A01,Active,45237,M.Crockett,32004352-4f02-8025-bba5-dc0dd7d09738,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q10w3u56o2gqfnluhe3w",,,,
RET,Morlon Greenwood,Morlon,Greenwood,GRE627649,00-0020449,,,,LB,LB,,72,241,9,OAK,,2520,,,,,,,,,,32004752-4562-7649-129c-5e2c499dabe7,,,,,
RET,Myles Wade,Myles,Wade,WAD510348,00-0029185,,,,DL,DT,78,73,300,1,OAK,,2520,,,,,,,,,,32005741-4451-0348-33a3-729119ec3be2,,,,,
